task,_C,_L,_N,trial,sequence,choices,response,binaryResponse,responseCorrect,truthful,domain,response_type,reaction_time,id,accimp,age,gender,conservatism,ct,Exciting_Democrats_Combined,Exciting_Republicans_Combined,Familiarity_Democrats_Combined,Familiarity_Republicans_Combined,Importance_Democrats_Combined,Importance_Republicans_Combined,Likelihood_Democrats_Combined,Likelihood_Republicans_Combined,Partisanship_All_Combined,Partisanship_All_Partisan,Partisanship_Democrats_Combined,Partisanship_Republicans_Combined,Sharing_Democrats_Combined,Sharing_Republicans_Combined,Worrying_Democrats_Combined,Worrying_Republicans_Combined,crt,panasPos,panasNeg,education
Fake6,0,0,1,1440,5,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.346,341,5,41,2,1,1,2.54,2.45,2.27,2.31,4.11,4.23,1.57,1.88,3.76,0.76,3.69,3.84,2.31,2.8,3.91,4.01,0.833333333333333,21,26,5
Fake7,1,0,0,1441,6,Accept|Reject,Reject,0,1,0,misinformation,single-choice,1.939,341,5,41,2,1,1,2.61,2.68,2.16,2.31,3.71,3.76,1.92,2.48,3.96,0.96,3.98,3.94,2.17,2.57,2.91,2.9,0.833333333333333,21,26,5
Fake8,1,0,0,1442,7,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.883,341,5,41,2,1,1,2.53,2.71,2.21,2.25,3.49,3.29,2.14,2.35,3.95,0.95,3.9,4,2.18,2.97,3.12,2.69,0.833333333333333,21,26,5
Fake10,0,1,0,1443,9,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.363,341,5,41,2,1,1,2.92,2.6,2.18,2.32,3.75,3.27,2.7,2.62,2.16,0.84,2.1,2.22,2.34,2.18,2.71,2.5,0.833333333333333,21,26,5
Fake11,0,1,0,1444,10,Accept|Reject,Reject,0,1,0,misinformation,single-choice,12.25,341,5,41,2,1,1,2.81,2.38,2.23,2.29,3.32,2.73,2.43,2.09,1.95,1.05,1.88,2.02,2.49,2.2,2.47,2.08,0.833333333333333,21,26,5
Fake12,0,1,0,1445,11,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.609,341,5,41,2,1,1,3.6,2.76,2.25,2.37,4.31,3.9,1.94,2.56,1.98,1.02,1.75,2.21,3.49,2.92,1.68,2.64,0.833333333333333,21,26,5
Fake13,0,1,0,1446,12,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.72,341,5,41,2,1,1,2.45,2.3,2.2,2.42,3.49,3.22,2.85,2.55,2.18,0.82,2.04,2.32,2.34,2.14,2.85,2.67,0.833333333333333,21,26,5
Fake14,0,1,0,1447,13,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.278,341,5,41,2,1,1,1.9,1.7,2.18,2.25,2.11,1.86,2.07,1.51,2.19,0.81,2.15,2.23,2.12,1.89,2.19,1.8,0.833333333333333,21,26,5
Fake15,0,1,0,1448,14,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.181,341,5,41,2,1,1,2.81,2.37,2.19,2.27,3.5,3.31,1.79,1.68,2.09,0.92,2.08,2.09,2.33,2.16,2.43,2.58,0.833333333333333,21,26,5
Fake16,0,1,0,1449,15,Accept|Reject,Accept,1,0,0,misinformation,single-choice,6.089,341,5,41,2,1,1,2.48,2.26,2.2,2.37,4.27,3.66,2.16,1.81,2.06,0.95,2.15,1.97,2.99,2.38,3.68,3.15,0.833333333333333,21,26,5
Fake17,0,1,0,1450,16,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.227,341,5,41,2,1,1,2.18,1.83,2.3,2.16,3.38,2.73,2.76,1.95,2.15,0.85,2.28,2.03,2.53,1.94,3.4,2.13,0.833333333333333,21,26,5
Fake18,0,1,0,1451,17,Accept|Reject,Accept,1,0,0,misinformation,single-choice,8.043,341,5,41,2,1,1,2.88,2.55,2.31,2.45,3.79,3.37,3.26,2.95,2.03,0.97,1.83,2.24,2.62,2.79,2.79,2.61,0.833333333333333,21,26,5
Real1,0,0,1,1452,18,Accept|Reject,Reject,0,0,1,misinformation,single-choice,4.28,341,5,41,2,1,1,2.59,2.72,2.7,2.91,3.79,4.13,4.83,5.57,3.63,0.63,3.46,3.8,2.66,3.14,2.94,3.59,0.833333333333333,21,26,5
Real2,0,0,1,1453,19,Accept|Reject,Accept,1,1,1,misinformation,single-choice,3.058,341,5,41,2,1,1,2.43,2.56,2.44,2.48,3.76,3.83,5.08,5.49,3.44,0.44,3.31,3.57,2.62,2.78,3.03,2.61,0.833333333333333,21,26,5
Real3,0,0,1,1454,20,Accept|Reject,Accept,1,1,1,misinformation,single-choice,3.074,341,5,41,2,1,1,2.36,2.81,2.58,2.73,2.97,3.54,5.13,5.66,3.68,0.68,3.52,3.85,2.04,3.19,2.44,2.54,0.833333333333333,21,26,5
Real4,0,0,1,1455,21,Accept|Reject,Reject,0,0,1,misinformation,single-choice,3.91,341,5,41,2,1,1,2.34,1.92,2.28,2.27,3.41,3.19,4.29,4.73,3.66,0.66,3.54,3.78,2.29,2.32,2.46,2.32,0.833333333333333,21,26,5
Real5,1,0,0,1456,22,Accept|Reject,Accept,1,1,1,misinformation,single-choice,3.455,341,5,41,2,1,1,2.02,2.94,2.54,2.67,2.86,3.56,5.08,5.7,4.24,1.24,4.04,4.44,2.06,3.06,2.74,1.66,0.833333333333333,21,26,5
Real6,0,0,1,1457,23,Accept|Reject,Reject,0,0,1,misinformation,single-choice,3.851,341,5,41,2,1,1,1.79,2.19,2.35,2.42,2.61,3.13,4.36,4.41,3.8,0.8,3.8,3.81,1.92,2.4,2.01,1.77,0.833333333333333,21,26,5
Real7,0,0,1,1458,24,Accept|Reject,Accept,1,1,1,misinformation,single-choice,2.721,341,5,41,2,1,1,2.3,2.07,2.41,2.37,3.17,2.99,4.96,4.88,3.48,0.48,3.44,3.53,2.27,2.19,2.26,2.09,0.833333333333333,21,26,5
Real8,1,0,0,1459,25,Accept|Reject,Reject,0,0,1,misinformation,single-choice,2.068,341,5,41,2,1,1,2.44,3.07,2.39,2.69,3.37,3.89,3.58,5.23,4.04,1.04,3.82,4.25,2.14,3.29,1.64,1.7,0.833333333333333,21,26,5
Real9,0,0,1,1460,26,Accept|Reject,Reject,0,0,1,misinformation,single-choice,14.32,341,5,41,2,1,1,2.76,3.48,2.88,2.86,4.09,4.29,4.05,5.51,3.76,0.76,3.61,3.91,2.57,3.29,2.2,1.69,0.833333333333333,21,26,5
Real10,0,0,1,1461,27,Accept|Reject,Accept,1,1,1,misinformation,single-choice,3.259,341,5,41,2,1,1,2.49,2.16,2.49,2.32,3.39,3.12,5.11,4.73,2.52,0.49,2.47,2.57,2.75,2.28,2.86,2.18,0.833333333333333,21,26,5
Real11,0,0,1,1462,28,Accept|Reject,Accept,1,1,1,misinformation,single-choice,5.124,341,5,41,2,1,1,2.11,1.83,2.56,2.36,2.72,2.35,5.32,4.45,2.23,0.78,2.16,2.29,2.48,2.16,1.95,1.63,0.833333333333333,21,26,5
Real12,0,1,0,1463,29,Accept|Reject,Accept,1,1,1,misinformation,single-choice,2.233,341,5,41,2,1,1,2.42,2.22,2.73,2.58,3.92,3.47,5.36,4.22,2.14,0.86,2.18,2.11,2.93,2.1,3.09,2.57,0.833333333333333,21,26,5
Real13,0,1,0,1464,30,Accept|Reject,Accept,1,1,1,misinformation,single-choice,3.636,341,5,41,2,1,1,2.45,1.99,2.57,2.16,3.47,2.79,5.05,3.55,2,1,1.93,2.08,2.71,1.92,2.91,1.96,0.833333333333333,21,26,5
Real14,0,0,1,1465,31,Accept|Reject,Accept,1,1,1,misinformation,single-choice,2.193,341,5,41,2,1,1,2.72,2.27,2.99,2.9,4.17,3.71,5.84,5.16,2.32,0.69,2.24,2.39,2.75,2.26,3.6,2.61,0.833333333333333,21,26,5
Real15,0,0,1,1466,32,Accept|Reject,Accept,1,1,1,misinformation,single-choice,5.232,341,5,41,2,1,1,2.24,1.96,2.38,2.31,3.1,2.72,4.6,4.19,2.38,0.62,2.35,2.42,2.63,2.06,2.68,2.01,0.833333333333333,21,26,5
Real16,0,0,1,1467,33,Accept|Reject,Accept,1,1,1,misinformation,single-choice,2.689,341,5,41,2,1,1,2.35,1.99,2.68,2.34,3.47,2.84,5.66,3.86,2.57,0.44,2.7,2.43,2.28,1.93,2.66,1.99,0.833333333333333,21,26,5
Real17,0,1,0,1468,34,Accept|Reject,Accept,1,1,1,misinformation,single-choice,2.421,341,5,41,2,1,1,2.93,2.35,2.68,2.34,3.89,3.59,5.48,4.49,1.99,1.01,2.06,1.92,3.24,2.29,3.77,3.23,0.833333333333333,21,26,5
Real18,0,1,0,1469,35,Accept|Reject,Reject,0,0,1,misinformation,single-choice,16.221,341,5,41,2,1,1,2.79,1.87,2.53,2.41,3.37,2.45,4.9,3.98,2.15,0.85,2.03,2.28,2.67,1.93,2.58,1.72,0.833333333333333,21,26,5
Fake1,1,0,0,1470,0,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.896,344,5,54,1,3,6,2.9,2.93,2.19,2.29,3.97,3.83,2,2.76,3.86,0.86,3.96,3.75,2.41,2.97,3.42,3.65,1,18,14,5
Fake2,1,0,0,1471,1,Accept|Reject,Reject,0,1,0,misinformation,single-choice,6.581,344,5,54,1,3,6,2.35,2.48,2.28,2.27,2.64,2.92,1.99,2.25,4.03,1.03,3.9,4.16,1.96,2.52,2.53,2.26,1,18,14,5
Fake3,1,0,0,1472,2,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.319,344,5,54,1,3,6,2.91,3,2.19,2.35,4.21,4.03,1.9,2.2,3.83,0.83,3.91,3.75,2.55,2.9,3.68,3.82,1,18,14,5
Fake4,1,0,0,1473,3,Accept|Reject,Reject,0,1,0,misinformation,single-choice,4.894,344,5,54,1,3,6,2.1,2.98,2.13,2.41,2.84,3.43,2,2.93,4.05,1.05,4.04,4.06,1.81,2.85,2.28,2.07,1,18,14,5
Fake5,1,0,0,1474,4,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.141,344,5,54,1,3,6,2.23,2.83,2.47,2.57,3.37,3.71,1.9,2.75,3.93,0.93,3.97,3.9,2.11,2.96,2.2,2.61,1,18,14,5
Fake6,0,0,1,1475,5,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.291,344,5,54,1,3,6,2.54,2.45,2.27,2.31,4.11,4.23,1.57,1.88,3.76,0.76,3.69,3.84,2.31,2.8,3.91,4.01,1,18,14,5
Fake7,1,0,0,1476,6,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.377,344,5,54,1,3,6,2.61,2.68,2.16,2.31,3.71,3.76,1.92,2.48,3.96,0.96,3.98,3.94,2.17,2.57,2.91,2.9,1,18,14,5
Fake8,1,0,0,1477,7,Accept|Reject,Reject,0,1,0,misinformation,single-choice,6.397,344,5,54,1,3,6,2.53,2.71,2.21,2.25,3.49,3.29,2.14,2.35,3.95,0.95,3.9,4,2.18,2.97,3.12,2.69,1,18,14,5
Fake10,0,1,0,1478,9,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.076,344,5,54,1,3,6,2.92,2.6,2.18,2.32,3.75,3.27,2.7,2.62,2.16,0.84,2.1,2.22,2.34,2.18,2.71,2.5,1,18,14,5
Fake11,0,1,0,1479,10,Accept|Reject,Reject,0,1,0,misinformation,single-choice,5.287,344,5,54,1,3,6,2.81,2.38,2.23,2.29,3.32,2.73,2.43,2.09,1.95,1.05,1.88,2.02,2.49,2.2,2.47,2.08,1,18,14,5
Fake12,0,1,0,1480,11,Accept|Reject,Reject,0,1,0,misinformation,single-choice,5.261,344,5,54,1,3,6,3.6,2.76,2.25,2.37,4.31,3.9,1.94,2.56,1.98,1.02,1.75,2.21,3.49,2.92,1.68,2.64,1,18,14,5
Fake13,0,1,0,1481,12,Accept|Reject,Reject,0,1,0,misinformation,single-choice,6.109,344,5,54,1,3,6,2.45,2.3,2.2,2.42,3.49,3.22,2.85,2.55,2.18,0.82,2.04,2.32,2.34,2.14,2.85,2.67,1,18,14,5
Fake14,0,1,0,1482,13,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.819,344,5,54,1,3,6,1.9,1.7,2.18,2.25,2.11,1.86,2.07,1.51,2.19,0.81,2.15,2.23,2.12,1.89,2.19,1.8,1,18,14,5
Fake15,0,1,0,1483,14,Accept|Reject,Reject,0,1,0,misinformation,single-choice,4.542,344,5,54,1,3,6,2.81,2.37,2.19,2.27,3.5,3.31,1.79,1.68,2.09,0.92,2.08,2.09,2.33,2.16,2.43,2.58,1,18,14,5
Fake16,0,1,0,1484,15,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.299,344,5,54,1,3,6,2.48,2.26,2.2,2.37,4.27,3.66,2.16,1.81,2.06,0.95,2.15,1.97,2.99,2.38,3.68,3.15,1,18,14,5
Fake17,0,1,0,1485,16,Accept|Reject,Reject,0,1,0,misinformation,single-choice,12.39,344,5,54,1,3,6,2.18,1.83,2.3,2.16,3.38,2.73,2.76,1.95,2.15,0.85,2.28,2.03,2.53,1.94,3.4,2.13,1,18,14,5
Fake18,0,1,0,1486,17,Accept|Reject,Reject,0,1,0,misinformation,single-choice,6.502,344,5,54,1,3,6,2.88,2.55,2.31,2.45,3.79,3.37,3.26,2.95,2.03,0.97,1.83,2.24,2.62,2.79,2.79,2.61,1,18,14,5
Real1,0,0,1,1487,18,Accept|Reject,Accept,1,1,1,misinformation,single-choice,5.005,344,5,54,1,3,6,2.59,2.72,2.7,2.91,3.79,4.13,4.83,5.57,3.63,0.63,3.46,3.8,2.66,3.14,2.94,3.59,1,18,14,5
Real2,0,0,1,1488,19,Accept|Reject,Accept,1,1,1,misinformation,single-choice,3.344,344,5,54,1,3,6,2.43,2.56,2.44,2.48,3.76,3.83,5.08,5.49,3.44,0.44,3.31,3.57,2.62,2.78,3.03,2.61,1,18,14,5
Real3,0,0,1,1489,20,Accept|Reject,Accept,1,1,1,misinformation,single-choice,4.271,344,5,54,1,3,6,2.36,2.81,2.58,2.73,2.97,3.54,5.13,5.66,3.68,0.68,3.52,3.85,2.04,3.19,2.44,2.54,1,18,14,5
Real4,0,0,1,1490,21,Accept|Reject,Accept,1,1,1,misinformation,single-choice,6.543,344,5,54,1,3,6,2.34,1.92,2.28,2.27,3.41,3.19,4.29,4.73,3.66,0.66,3.54,3.78,2.29,2.32,2.46,2.32,1,18,14,5
Real5,1,0,0,1491,22,Accept|Reject,Accept,1,1,1,misinformation,single-choice,3.254,344,5,54,1,3,6,2.02,2.94,2.54,2.67,2.86,3.56,5.08,5.7,4.24,1.24,4.04,4.44,2.06,3.06,2.74,1.66,1,18,14,5
Real6,0,0,1,1492,23,Accept|Reject,Accept,1,1,1,misinformation,single-choice,7.97,344,5,54,1,3,6,1.79,2.19,2.35,2.42,2.61,3.13,4.36,4.41,3.8,0.8,3.8,3.81,1.92,2.4,2.01,1.77,1,18,14,5
Real7,0,0,1,1493,24,Accept|Reject,Accept,1,1,1,misinformation,single-choice,4.489,344,5,54,1,3,6,2.3,2.07,2.41,2.37,3.17,2.99,4.96,4.88,3.48,0.48,3.44,3.53,2.27,2.19,2.26,2.09,1,18,14,5
Real8,1,0,0,1494,25,Accept|Reject,Accept,1,1,1,misinformation,single-choice,4.834,344,5,54,1,3,6,2.44,3.07,2.39,2.69,3.37,3.89,3.58,5.23,4.04,1.04,3.82,4.25,2.14,3.29,1.64,1.7,1,18,14,5
Real9,0,0,1,1495,26,Accept|Reject,Accept,1,1,1,misinformation,single-choice,12.035,344,5,54,1,3,6,2.76,3.48,2.88,2.86,4.09,4.29,4.05,5.51,3.76,0.76,3.61,3.91,2.57,3.29,2.2,1.69,1,18,14,5
Real10,0,0,1,1496,27,Accept|Reject,Accept,1,1,1,misinformation,single-choice,1.841,344,5,54,1,3,6,2.49,2.16,2.49,2.32,3.39,3.12,5.11,4.73,2.52,0.49,2.47,2.57,2.75,2.28,2.86,2.18,1,18,14,5
Real11,0,0,1,1497,28,Accept|Reject,Accept,1,1,1,misinformation,single-choice,5.333,344,5,54,1,3,6,2.11,1.83,2.56,2.36,2.72,2.35,5.32,4.45,2.23,0.78,2.16,2.29,2.48,2.16,1.95,1.63,1,18,14,5
Real12,0,1,0,1498,29,Accept|Reject,Accept,1,1,1,misinformation,single-choice,3.232,344,5,54,1,3,6,2.42,2.22,2.73,2.58,3.92,3.47,5.36,4.22,2.14,0.86,2.18,2.11,2.93,2.1,3.09,2.57,1,18,14,5
Real13,0,1,0,1499,30,Accept|Reject,Accept,1,1,1,misinformation,single-choice,8.047,344,5,54,1,3,6,2.45,1.99,2.57,2.16,3.47,2.79,5.05,3.55,2,1,1.93,2.08,2.71,1.92,2.91,1.96,1,18,14,5
Real14,0,0,1,1500,31,Accept|Reject,Accept,1,1,1,misinformation,single-choice,4.365,344,5,54,1,3,6,2.72,2.27,2.99,2.9,4.17,3.71,5.84,5.16,2.32,0.69,2.24,2.39,2.75,2.26,3.6,2.61,1,18,14,5
Real15,0,0,1,1501,32,Accept|Reject,Accept,1,1,1,misinformation,single-choice,9.625,344,5,54,1,3,6,2.24,1.96,2.38,2.31,3.1,2.72,4.6,4.19,2.38,0.62,2.35,2.42,2.63,2.06,2.68,2.01,1,18,14,5
Real16,0,0,1,1502,33,Accept|Reject,Accept,1,1,1,misinformation,single-choice,2.551,344,5,54,1,3,6,2.35,1.99,2.68,2.34,3.47,2.84,5.66,3.86,2.57,0.44,2.7,2.43,2.28,1.93,2.66,1.99,1,18,14,5
Real17,0,1,0,1503,34,Accept|Reject,Accept,1,1,1,misinformation,single-choice,3.094,344,5,54,1,3,6,2.93,2.35,2.68,2.34,3.89,3.59,5.48,4.49,1.99,1.01,2.06,1.92,3.24,2.29,3.77,3.23,1,18,14,5
Real18,0,1,0,1504,35,Accept|Reject,Accept,1,1,1,misinformation,single-choice,4.656,344,5,54,1,3,6,2.79,1.87,2.53,2.41,3.37,2.45,4.9,3.98,2.15,0.85,2.03,2.28,2.67,1.93,2.58,1.72,1,18,14,5
Fake1,1,0,0,1505,0,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.023,347,5,39,1,1,1,2.9,2.93,2.19,2.29,3.97,3.83,2,2.76,3.86,0.86,3.96,3.75,2.41,2.97,3.42,3.65,1,27,14,2
Fake2,1,0,0,1506,1,Accept|Reject,Reject,0,1,0,misinformation,single-choice,5.351,347,5,39,1,1,1,2.35,2.48,2.28,2.27,2.64,2.92,1.99,2.25,4.03,1.03,3.9,4.16,1.96,2.52,2.53,2.26,1,27,14,2
Fake3,1,0,0,1507,2,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.988,347,5,39,1,1,1,2.91,3,2.19,2.35,4.21,4.03,1.9,2.2,3.83,0.83,3.91,3.75,2.55,2.9,3.68,3.82,1,27,14,2
Fake4,1,0,0,1508,3,Accept|Reject,Reject,0,1,0,misinformation,single-choice,5.469,347,5,39,1,1,1,2.1,2.98,2.13,2.41,2.84,3.43,2,2.93,4.05,1.05,4.04,4.06,1.81,2.85,2.28,2.07,1,27,14,2
Fake5,1,0,0,1509,4,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.69,347,5,39,1,1,1,2.23,2.83,2.47,2.57,3.37,3.71,1.9,2.75,3.93,0.93,3.97,3.9,2.11,2.96,2.2,2.61,1,27,14,2
Fake6,0,0,1,1510,5,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.049,347,5,39,1,1,1,2.54,2.45,2.27,2.31,4.11,4.23,1.57,1.88,3.76,0.76,3.69,3.84,2.31,2.8,3.91,4.01,1,27,14,2
Fake7,1,0,0,1511,6,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.304,347,5,39,1,1,1,2.61,2.68,2.16,2.31,3.71,3.76,1.92,2.48,3.96,0.96,3.98,3.94,2.17,2.57,2.91,2.9,1,27,14,2
Fake8,1,0,0,1512,7,Accept|Reject,Reject,0,1,0,misinformation,single-choice,4.374,347,5,39,1,1,1,2.53,2.71,2.21,2.25,3.49,3.29,2.14,2.35,3.95,0.95,3.9,4,2.18,2.97,3.12,2.69,1,27,14,2
Fake10,0,1,0,1513,9,Accept|Reject,Reject,0,1,0,misinformation,single-choice,4.89,347,5,39,1,1,1,2.92,2.6,2.18,2.32,3.75,3.27,2.7,2.62,2.16,0.84,2.1,2.22,2.34,2.18,2.71,2.5,1,27,14,2
Fake11,0,1,0,1514,10,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.84,347,5,39,1,1,1,2.81,2.38,2.23,2.29,3.32,2.73,2.43,2.09,1.95,1.05,1.88,2.02,2.49,2.2,2.47,2.08,1,27,14,2
Fake12,0,1,0,1515,11,Accept|Reject,Reject,0,1,0,misinformation,single-choice,4.142,347,5,39,1,1,1,3.6,2.76,2.25,2.37,4.31,3.9,1.94,2.56,1.98,1.02,1.75,2.21,3.49,2.92,1.68,2.64,1,27,14,2
Fake13,0,1,0,1516,12,Accept|Reject,Reject,0,1,0,misinformation,single-choice,4.57,347,5,39,1,1,1,2.45,2.3,2.2,2.42,3.49,3.22,2.85,2.55,2.18,0.82,2.04,2.32,2.34,2.14,2.85,2.67,1,27,14,2
Fake14,0,1,0,1517,13,Accept|Reject,Reject,0,1,0,misinformation,single-choice,9.333,347,5,39,1,1,1,1.9,1.7,2.18,2.25,2.11,1.86,2.07,1.51,2.19,0.81,2.15,2.23,2.12,1.89,2.19,1.8,1,27,14,2
Fake15,0,1,0,1518,14,Accept|Reject,Reject,0,1,0,misinformation,single-choice,4.445,347,5,39,1,1,1,2.81,2.37,2.19,2.27,3.5,3.31,1.79,1.68,2.09,0.92,2.08,2.09,2.33,2.16,2.43,2.58,1,27,14,2
Fake16,0,1,0,1519,15,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.22,347,5,39,1,1,1,2.48,2.26,2.2,2.37,4.27,3.66,2.16,1.81,2.06,0.95,2.15,1.97,2.99,2.38,3.68,3.15,1,27,14,2
Fake17,0,1,0,1520,16,Accept|Reject,Reject,0,1,0,misinformation,single-choice,12.405,347,5,39,1,1,1,2.18,1.83,2.3,2.16,3.38,2.73,2.76,1.95,2.15,0.85,2.28,2.03,2.53,1.94,3.4,2.13,1,27,14,2
Fake18,0,1,0,1521,17,Accept|Reject,Reject,0,1,0,misinformation,single-choice,4.915,347,5,39,1,1,1,2.88,2.55,2.31,2.45,3.79,3.37,3.26,2.95,2.03,0.97,1.83,2.24,2.62,2.79,2.79,2.61,1,27,14,2
Real1,0,0,1,1522,18,Accept|Reject,Reject,0,0,1,misinformation,single-choice,7.832,347,5,39,1,1,1,2.59,2.72,2.7,2.91,3.79,4.13,4.83,5.57,3.63,0.63,3.46,3.8,2.66,3.14,2.94,3.59,1,27,14,2
Real2,0,0,1,1523,19,Accept|Reject,Accept,1,1,1,misinformation,single-choice,7.82,347,5,39,1,1,1,2.43,2.56,2.44,2.48,3.76,3.83,5.08,5.49,3.44,0.44,3.31,3.57,2.62,2.78,3.03,2.61,1,27,14,2
Real3,0,0,1,1524,20,Accept|Reject,Reject,0,0,1,misinformation,single-choice,11.473,347,5,39,1,1,1,2.36,2.81,2.58,2.73,2.97,3.54,5.13,5.66,3.68,0.68,3.52,3.85,2.04,3.19,2.44,2.54,1,27,14,2
Real4,0,0,1,1525,21,Accept|Reject,Accept,1,1,1,misinformation,single-choice,11.422,347,5,39,1,1,1,2.34,1.92,2.28,2.27,3.41,3.19,4.29,4.73,3.66,0.66,3.54,3.78,2.29,2.32,2.46,2.32,1,27,14,2
Real5,1,0,0,1526,22,Accept|Reject,Accept,1,1,1,misinformation,single-choice,5.166,347,5,39,1,1,1,2.02,2.94,2.54,2.67,2.86,3.56,5.08,5.7,4.24,1.24,4.04,4.44,2.06,3.06,2.74,1.66,1,27,14,2
Real6,0,0,1,1527,23,Accept|Reject,Accept,1,1,1,misinformation,single-choice,8.288,347,5,39,1,1,1,1.79,2.19,2.35,2.42,2.61,3.13,4.36,4.41,3.8,0.8,3.8,3.81,1.92,2.4,2.01,1.77,1,27,14,2
Real7,0,0,1,1528,24,Accept|Reject,Accept,1,1,1,misinformation,single-choice,3.828,347,5,39,1,1,1,2.3,2.07,2.41,2.37,3.17,2.99,4.96,4.88,3.48,0.48,3.44,3.53,2.27,2.19,2.26,2.09,1,27,14,2
Real8,1,0,0,1529,25,Accept|Reject,Accept,1,1,1,misinformation,single-choice,3.565,347,5,39,1,1,1,2.44,3.07,2.39,2.69,3.37,3.89,3.58,5.23,4.04,1.04,3.82,4.25,2.14,3.29,1.64,1.7,1,27,14,2
Real9,0,0,1,1530,26,Accept|Reject,Accept,1,1,1,misinformation,single-choice,3.457,347,5,39,1,1,1,2.76,3.48,2.88,2.86,4.09,4.29,4.05,5.51,3.76,0.76,3.61,3.91,2.57,3.29,2.2,1.69,1,27,14,2
Real10,0,0,1,1531,27,Accept|Reject,Accept,1,1,1,misinformation,single-choice,4.028,347,5,39,1,1,1,2.49,2.16,2.49,2.32,3.39,3.12,5.11,4.73,2.52,0.49,2.47,2.57,2.75,2.28,2.86,2.18,1,27,14,2
Real11,0,0,1,1532,28,Accept|Reject,Accept,1,1,1,misinformation,single-choice,6.204,347,5,39,1,1,1,2.11,1.83,2.56,2.36,2.72,2.35,5.32,4.45,2.23,0.78,2.16,2.29,2.48,2.16,1.95,1.63,1,27,14,2
Real12,0,1,0,1533,29,Accept|Reject,Accept,1,1,1,misinformation,single-choice,3.589,347,5,39,1,1,1,2.42,2.22,2.73,2.58,3.92,3.47,5.36,4.22,2.14,0.86,2.18,2.11,2.93,2.1,3.09,2.57,1,27,14,2
Real13,0,1,0,1534,30,Accept|Reject,Accept,1,1,1,misinformation,single-choice,4.228,347,5,39,1,1,1,2.45,1.99,2.57,2.16,3.47,2.79,5.05,3.55,2,1,1.93,2.08,2.71,1.92,2.91,1.96,1,27,14,2
Real14,0,0,1,1535,31,Accept|Reject,Accept,1,1,1,misinformation,single-choice,3.941,347,5,39,1,1,1,2.72,2.27,2.99,2.9,4.17,3.71,5.84,5.16,2.32,0.69,2.24,2.39,2.75,2.26,3.6,2.61,1,27,14,2
Real15,0,0,1,1536,32,Accept|Reject,Accept,1,1,1,misinformation,single-choice,5.322,347,5,39,1,1,1,2.24,1.96,2.38,2.31,3.1,2.72,4.6,4.19,2.38,0.62,2.35,2.42,2.63,2.06,2.68,2.01,1,27,14,2
Real16,0,0,1,1537,33,Accept|Reject,Accept,1,1,1,misinformation,single-choice,3.126,347,5,39,1,1,1,2.35,1.99,2.68,2.34,3.47,2.84,5.66,3.86,2.57,0.44,2.7,2.43,2.28,1.93,2.66,1.99,1,27,14,2
Real17,0,1,0,1538,34,Accept|Reject,Accept,1,1,1,misinformation,single-choice,3.482,347,5,39,1,1,1,2.93,2.35,2.68,2.34,3.89,3.59,5.48,4.49,1.99,1.01,2.06,1.92,3.24,2.29,3.77,3.23,1,27,14,2
Real18,0,1,0,1539,35,Accept|Reject,Accept,1,1,1,misinformation,single-choice,4.479,347,5,39,1,1,1,2.79,1.87,2.53,2.41,3.37,2.45,4.9,3.98,2.15,0.85,2.03,2.28,2.67,1.93,2.58,1.72,1,27,14,2
Fake1,1,0,0,1540,0,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.583,353,3,28,1,3,1,2.9,2.93,2.19,2.29,3.97,3.83,2,2.76,3.86,0.86,3.96,3.75,2.41,2.97,3.42,3.65,0.666666666666667,29,14,5
Fake2,1,0,0,1541,1,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.791,353,3,28,1,3,1,2.35,2.48,2.28,2.27,2.64,2.92,1.99,2.25,4.03,1.03,3.9,4.16,1.96,2.52,2.53,2.26,0.666666666666667,29,14,5
