task,_C,_L,_N,trial,sequence,choices,response,binaryResponse,responseCorrect,truthful,domain,response_type,reaction_time,id,ct,crt,age,sex,education,conservatism,Familiarity_Democrats_Combined,Familiarity_Republicans_Combined,PartisanDiff,Partisanship_All_Combined
SReal7,0,0,1,22,22,Accept|Reject,Accept,1,1,1,misinformation,single-choice,10.718,2585,2,0.857142857142857,30,2,3,2,2.33962264151,2.52380952381,-0.520664869721474,2.60416666666667
SReal6,0,0,1,21,21,Accept|Reject,Accept,1,1,1,misinformation,single-choice,9.284,2585,2,0.857142857142857,30,2,3,2,2.66037735849,2.85714285714,0.254486884491486,3.55789473684211
SReal11,0,1,0,26,26,Accept|Reject,Accept,1,1,1,misinformation,single-choice,7.14,2585,2,0.857142857142857,30,2,3,2,2.61538461538,2.57142857143,0.072327044025158,2.13541666666667
SReal10,0,0,1,25,25,Accept|Reject,Accept,1,1,1,misinformation,single-choice,14.596,2585,2,0.857142857142857,30,2,3,2,2.35849056604,2.5,-0.472147349505839,2.71875
SReal12,0,0,1,27,27,Accept|Reject,Accept,1,1,1,misinformation,single-choice,8.928,2585,2,0.857142857142857,30,2,3,2,2.47169811321,2.2380952381,0.054357592093441,2.23958333333333
SFake8,0,1,0,7,7,Accept|Reject,Reject,0,1,0,misinformation,single-choice,13.325,2586,2,1,71,2,7,2,2.296875,2.48484848485,0.027972027972028,2.17171717171717
SFake9,0,0,1,8,8,Accept|Reject,Reject,0,1,0,misinformation,single-choice,9.293,2586,2,1,71,2,7,2,2.046875,2.21212121212,-0.404195804195805,2.53535353535353
SFake4,0,0,1,3,3,Accept|Reject,Reject,0,1,0,misinformation,single-choice,11.751,2586,2,1,71,2,7,2,2.12307692308,2.21212121212,-0.101631701631702,3.66666666666667
SFake5,1,0,0,4,4,Accept|Reject,Reject,0,1,0,misinformation,single-choice,8.437,2586,2,1,71,2,7,2,2.07692307692,2.09090909091,-0.73006993006993,3.92929292929293
SFake6,1,0,0,5,5,Accept|Reject,Reject,0,1,0,misinformation,single-choice,16.25,2586,2,1,71,2,7,2,2.078125,2.18181818182,-0.502367424242425,3.90816326530612
SFake7,0,0,1,6,6,Accept|Reject,Reject,0,1,0,misinformation,single-choice,11.888,2586,2,1,71,2,7,2,2.12307692308,2.18181818182,-0.144055944055944,2.45454545454545
SFake1,0,0,1,0,0,Accept|Reject,Reject,0,1,0,misinformation,single-choice,15.422,2586,2,1,71,2,7,2,2.13846153846,2.375,-0.878321678321678,3.67676767676768
SFake2,1,0,0,1,1,Accept|Reject,Reject,0,1,0,misinformation,single-choice,6.981,2586,2,1,71,2,7,2,2.03076923077,2.03125,-0.610256410256407,4.06060606060606
SFake3,0,0,1,2,2,Accept|Reject,Reject,0,1,0,misinformation,single-choice,15.599,2586,2,1,71,2,7,2,2.21538461538,2.27272727273,-0.727272727272728,3.75757575757576
SFake12,0,0,1,11,11,Accept|Reject,Reject,0,1,0,misinformation,single-choice,26.349,2586,2,1,71,2,7,2,2.328125,2.45454545455,-0.202331002331003,2.3030303030303
SFake10,0,0,1,9,9,Accept|Reject,Reject,0,1,0,misinformation,single-choice,6.273,2586,2,1,71,2,7,2,2.26153846154,2.21212121212,-0.25081585081585,2.47474747474747
SFake11,0,1,0,10,10,Accept|Reject,Reject,0,1,0,misinformation,single-choice,11.606,2586,2,1,71,2,7,2,2.07692307692,2.09090909091,0.036363636363637,1.61616161616162
SReal9,0,0,1,24,24,Accept|Reject,Accept,1,1,1,misinformation,single-choice,15.672,2586,2,1,71,2,7,2,2.37735849057,2.42857142857,0.026504941599281,2.30208333333333
SReal8,0,0,1,23,23,Accept|Reject,Accept,1,1,1,misinformation,single-choice,27.512,2586,2,1,71,2,7,2,2.56603773585,2.42857142857,0.068733153638815,2.75
SReal1,1,0,0,16,16,Accept|Reject,Accept,1,1,1,misinformation,single-choice,13.052,2586,2,1,71,2,7,2,2.76923076923,3.04761904762,0.301886792452831,3.82291666666667
SReal3,0,0,1,18,18,Accept|Reject,Accept,1,1,1,misinformation,single-choice,30.886,2586,2,1,71,2,7,2,2.16981132075,2.35714285714,-0.225516621743037,3.21875
SReal2,0,0,1,17,17,Accept|Reject,Reject,0,0,1,misinformation,single-choice,15.729,2586,2,1,71,2,7,2,2.28301886792,2.33333333333,-0.199011680143755,3.51041666666667
SReal5,1,0,0,20,20,Accept|Reject,Accept,1,1,1,misinformation,single-choice,25.281,2586,2,1,71,2,7,2,2.41509433962,2.38095238095,0.003144654088051,3.82291666666667
SReal4,0,0,1,19,19,Accept|Reject,Accept,1,1,1,misinformation,single-choice,14.567,2586,2,1,71,2,7,2,2.22641509434,2.28571428571,-0.335130278526505,3.65625
SReal7,0,0,1,22,22,Accept|Reject,Accept,1,1,1,misinformation,single-choice,24.367,2586,2,1,71,2,7,2,2.33962264151,2.52380952381,-0.520664869721474,2.60416666666667
SReal6,0,0,1,21,21,Accept|Reject,Accept,1,1,1,misinformation,single-choice,20.897,2586,2,1,71,2,7,2,2.66037735849,2.85714285714,0.254486884491486,3.55789473684211
SReal11,0,1,0,26,26,Accept|Reject,Accept,1,1,1,misinformation,single-choice,14.641,2586,2,1,71,2,7,2,2.61538461538,2.57142857143,0.072327044025158,2.13541666666667
SReal10,0,0,1,25,25,Accept|Reject,Accept,1,1,1,misinformation,single-choice,19.399,2586,2,1,71,2,7,2,2.35849056604,2.5,-0.472147349505839,2.71875
SReal12,0,0,1,27,27,Accept|Reject,Accept,1,1,1,misinformation,single-choice,11.143,2586,2,1,71,2,7,2,2.47169811321,2.2380952381,0.054357592093441,2.23958333333333
SFake8,0,1,0,7,7,Accept|Reject,Reject,0,1,0,misinformation,single-choice,8.314,2587,2,0.857142857142857,48,2,2,2,2.296875,2.48484848485,0.027972027972028,2.17171717171717
SFake9,0,0,1,8,8,Accept|Reject,Reject,0,1,0,misinformation,single-choice,6.612,2587,2,0.857142857142857,48,2,2,2,2.046875,2.21212121212,-0.404195804195805,2.53535353535353
SFake4,0,0,1,3,3,Accept|Reject,Accept,1,0,0,misinformation,single-choice,9.024,2587,2,0.857142857142857,48,2,2,2,2.12307692308,2.21212121212,-0.101631701631702,3.66666666666667
SFake5,1,0,0,4,4,Accept|Reject,Reject,0,1,0,misinformation,single-choice,9.587,2587,2,0.857142857142857,48,2,2,2,2.07692307692,2.09090909091,-0.73006993006993,3.92929292929293
SFake6,1,0,0,5,5,Accept|Reject,Reject,0,1,0,misinformation,single-choice,8.915,2587,2,0.857142857142857,48,2,2,2,2.078125,2.18181818182,-0.502367424242425,3.90816326530612
SFake7,0,0,1,6,6,Accept|Reject,Reject,0,1,0,misinformation,single-choice,22.253,2587,2,0.857142857142857,48,2,2,2,2.12307692308,2.18181818182,-0.144055944055944,2.45454545454545
SFake1,0,0,1,0,0,Accept|Reject,Reject,0,1,0,misinformation,single-choice,11.934,2587,2,0.857142857142857,48,2,2,2,2.13846153846,2.375,-0.878321678321678,3.67676767676768
SFake2,1,0,0,1,1,Accept|Reject,Reject,0,1,0,misinformation,single-choice,5.547,2587,2,0.857142857142857,48,2,2,2,2.03076923077,2.03125,-0.610256410256407,4.06060606060606
SFake3,0,0,1,2,2,Accept|Reject,Reject,0,1,0,misinformation,single-choice,7.492,2587,2,0.857142857142857,48,2,2,2,2.21538461538,2.27272727273,-0.727272727272728,3.75757575757576
SFake12,0,0,1,11,11,Accept|Reject,Reject,0,1,0,misinformation,single-choice,9.302,2587,2,0.857142857142857,48,2,2,2,2.328125,2.45454545455,-0.202331002331003,2.3030303030303
SFake10,0,0,1,9,9,Accept|Reject,Reject,0,1,0,misinformation,single-choice,6.716,2587,2,0.857142857142857,48,2,2,2,2.26153846154,2.21212121212,-0.25081585081585,2.47474747474747
SFake11,0,1,0,10,10,Accept|Reject,Reject,0,1,0,misinformation,single-choice,11.83,2587,2,0.857142857142857,48,2,2,2,2.07692307692,2.09090909091,0.036363636363637,1.61616161616162
SReal9,0,0,1,24,24,Accept|Reject,Reject,0,0,1,misinformation,single-choice,18.092,2587,2,0.857142857142857,48,2,2,2,2.37735849057,2.42857142857,0.026504941599281,2.30208333333333
SReal8,0,0,1,23,23,Accept|Reject,Reject,0,0,1,misinformation,single-choice,8.519,2587,2,0.857142857142857,48,2,2,2,2.56603773585,2.42857142857,0.068733153638815,2.75
SReal1,1,0,0,16,16,Accept|Reject,Reject,0,0,1,misinformation,single-choice,7.187,2587,2,0.857142857142857,48,2,2,2,2.76923076923,3.04761904762,0.301886792452831,3.82291666666667
SReal3,0,0,1,18,18,Accept|Reject,Reject,0,0,1,misinformation,single-choice,9.692,2587,2,0.857142857142857,48,2,2,2,2.16981132075,2.35714285714,-0.225516621743037,3.21875
SReal2,0,0,1,17,17,Accept|Reject,Reject,0,0,1,misinformation,single-choice,5.668,2587,2,0.857142857142857,48,2,2,2,2.28301886792,2.33333333333,-0.199011680143755,3.51041666666667
SReal5,1,0,0,20,20,Accept|Reject,Accept,1,1,1,misinformation,single-choice,14.149,2587,2,0.857142857142857,48,2,2,2,2.41509433962,2.38095238095,0.003144654088051,3.82291666666667
SReal4,0,0,1,19,19,Accept|Reject,Accept,1,1,1,misinformation,single-choice,8.675,2587,2,0.857142857142857,48,2,2,2,2.22641509434,2.28571428571,-0.335130278526505,3.65625
SReal7,0,0,1,22,22,Accept|Reject,Accept,1,1,1,misinformation,single-choice,10.243,2587,2,0.857142857142857,48,2,2,2,2.33962264151,2.52380952381,-0.520664869721474,2.60416666666667
SReal6,0,0,1,21,21,Accept|Reject,Accept,1,1,1,misinformation,single-choice,16.207,2587,2,0.857142857142857,48,2,2,2,2.66037735849,2.85714285714,0.254486884491486,3.55789473684211
SReal11,0,1,0,26,26,Accept|Reject,Reject,0,0,1,misinformation,single-choice,14.874,2587,2,0.857142857142857,48,2,2,2,2.61538461538,2.57142857143,0.072327044025158,2.13541666666667
SReal10,0,0,1,25,25,Accept|Reject,Reject,0,0,1,misinformation,single-choice,12.541,2587,2,0.857142857142857,48,2,2,2,2.35849056604,2.5,-0.472147349505839,2.71875
SReal12,0,0,1,27,27,Accept|Reject,Reject,0,0,1,misinformation,single-choice,7.457,2587,2,0.857142857142857,48,2,2,2,2.47169811321,2.2380952381,0.054357592093441,2.23958333333333
SFake8,0,1,0,7,7,Accept|Reject,Reject,0,1,0,misinformation,single-choice,12.152,2588,2,0.857142857142857,58,1,5,2,2.296875,2.48484848485,0.027972027972028,2.17171717171717
SFake9,0,0,1,8,8,Accept|Reject,Reject,0,1,0,misinformation,single-choice,17.675,2588,2,0.857142857142857,58,1,5,2,2.046875,2.21212121212,-0.404195804195805,2.53535353535353
SFake4,0,0,1,3,3,Accept|Reject,Reject,0,1,0,misinformation,single-choice,12.397,2588,2,0.857142857142857,58,1,5,2,2.12307692308,2.21212121212,-0.101631701631702,3.66666666666667
SFake5,1,0,0,4,4,Accept|Reject,Reject,0,1,0,misinformation,single-choice,6.762,2588,2,0.857142857142857,58,1,5,2,2.07692307692,2.09090909091,-0.73006993006993,3.92929292929293
SFake6,1,0,0,5,5,Accept|Reject,Reject,0,1,0,misinformation,single-choice,16.744,2588,2,0.857142857142857,58,1,5,2,2.078125,2.18181818182,-0.502367424242425,3.90816326530612
SFake7,0,0,1,6,6,Accept|Reject,Reject,0,1,0,misinformation,single-choice,14.744,2588,2,0.857142857142857,58,1,5,2,2.12307692308,2.18181818182,-0.144055944055944,2.45454545454545
SFake1,0,0,1,0,0,Accept|Reject,Reject,0,1,0,misinformation,single-choice,14.144,2588,2,0.857142857142857,58,1,5,2,2.13846153846,2.375,-0.878321678321678,3.67676767676768
SFake2,1,0,0,1,1,Accept|Reject,Reject,0,1,0,misinformation,single-choice,10.221,2588,2,0.857142857142857,58,1,5,2,2.03076923077,2.03125,-0.610256410256407,4.06060606060606
SFake3,0,0,1,2,2,Accept|Reject,Accept,1,0,0,misinformation,single-choice,19.785,2588,2,0.857142857142857,58,1,5,2,2.21538461538,2.27272727273,-0.727272727272728,3.75757575757576
SFake12,0,0,1,11,11,Accept|Reject,Reject,0,1,0,misinformation,single-choice,12.34,2588,2,0.857142857142857,58,1,5,2,2.328125,2.45454545455,-0.202331002331003,2.3030303030303
SFake10,0,0,1,9,9,Accept|Reject,Reject,0,1,0,misinformation,single-choice,13.304,2588,2,0.857142857142857,58,1,5,2,2.26153846154,2.21212121212,-0.25081585081585,2.47474747474747
SFake11,0,1,0,10,10,Accept|Reject,Reject,0,1,0,misinformation,single-choice,21.754,2588,2,0.857142857142857,58,1,5,2,2.07692307692,2.09090909091,0.036363636363637,1.61616161616162
SReal9,0,0,1,24,24,Accept|Reject,Reject,0,0,1,misinformation,single-choice,12.886,2588,2,0.857142857142857,58,1,5,2,2.37735849057,2.42857142857,0.026504941599281,2.30208333333333
SReal8,0,0,1,23,23,Accept|Reject,Reject,0,0,1,misinformation,single-choice,12.045,2588,2,0.857142857142857,58,1,5,2,2.56603773585,2.42857142857,0.068733153638815,2.75
SReal1,1,0,0,16,16,Accept|Reject,Accept,1,1,1,misinformation,single-choice,13.944,2588,2,0.857142857142857,58,1,5,2,2.76923076923,3.04761904762,0.301886792452831,3.82291666666667
SReal3,0,0,1,18,18,Accept|Reject,Reject,0,0,1,misinformation,single-choice,13.538,2588,2,0.857142857142857,58,1,5,2,2.16981132075,2.35714285714,-0.225516621743037,3.21875
SReal2,0,0,1,17,17,Accept|Reject,Reject,0,0,1,misinformation,single-choice,9.22,2588,2,0.857142857142857,58,1,5,2,2.28301886792,2.33333333333,-0.199011680143755,3.51041666666667
SReal5,1,0,0,20,20,Accept|Reject,Reject,0,0,1,misinformation,single-choice,21.384,2588,2,0.857142857142857,58,1,5,2,2.41509433962,2.38095238095,0.003144654088051,3.82291666666667
SReal4,0,0,1,19,19,Accept|Reject,Accept,1,1,1,misinformation,single-choice,11.771,2588,2,0.857142857142857,58,1,5,2,2.22641509434,2.28571428571,-0.335130278526505,3.65625
SReal7,0,0,1,22,22,Accept|Reject,Reject,0,0,1,misinformation,single-choice,13.041,2588,2,0.857142857142857,58,1,5,2,2.33962264151,2.52380952381,-0.520664869721474,2.60416666666667
SReal6,0,0,1,21,21,Accept|Reject,Reject,0,0,1,misinformation,single-choice,14.672,2588,2,0.857142857142857,58,1,5,2,2.66037735849,2.85714285714,0.254486884491486,3.55789473684211
SReal11,0,1,0,26,26,Accept|Reject,Reject,0,0,1,misinformation,single-choice,9.798,2588,2,0.857142857142857,58,1,5,2,2.61538461538,2.57142857143,0.072327044025158,2.13541666666667
SReal10,0,0,1,25,25,Accept|Reject,Reject,0,0,1,misinformation,single-choice,13.531,2588,2,0.857142857142857,58,1,5,2,2.35849056604,2.5,-0.472147349505839,2.71875
SReal12,0,0,1,27,27,Accept|Reject,Reject,0,0,1,misinformation,single-choice,10.762,2588,2,0.857142857142857,58,1,5,2,2.47169811321,2.2380952381,0.054357592093441,2.23958333333333
SFake8,0,1,0,7,7,Accept|Reject,Accept,1,0,0,misinformation,single-choice,12.17,2589,2,0.714285714285714,36,1,5,2,2.296875,2.48484848485,0.027972027972028,2.17171717171717
SFake9,0,0,1,8,8,Accept|Reject,Reject,0,1,0,misinformation,single-choice,8.999,2589,2,0.714285714285714,36,1,5,2,2.046875,2.21212121212,-0.404195804195805,2.53535353535353
SFake4,0,0,1,3,3,Accept|Reject,Accept,1,0,0,misinformation,single-choice,17.492,2589,2,0.714285714285714,36,1,5,2,2.12307692308,2.21212121212,-0.101631701631702,3.66666666666667
SFake5,1,0,0,4,4,Accept|Reject,Reject,0,1,0,misinformation,single-choice,19.041,2589,2,0.714285714285714,36,1,5,2,2.07692307692,2.09090909091,-0.73006993006993,3.92929292929293
SFake6,1,0,0,5,5,Accept|Reject,Reject,0,1,0,misinformation,single-choice,15.675,2589,2,0.714285714285714,36,1,5,2,2.078125,2.18181818182,-0.502367424242425,3.90816326530612
SFake7,0,0,1,6,6,Accept|Reject,Reject,0,1,0,misinformation,single-choice,13.098,2589,2,0.714285714285714,36,1,5,2,2.12307692308,2.18181818182,-0.144055944055944,2.45454545454545
SFake1,0,0,1,0,0,Accept|Reject,Accept,1,0,0,misinformation,single-choice,18.268,2589,2,0.714285714285714,36,1,5,2,2.13846153846,2.375,-0.878321678321678,3.67676767676768
SFake2,1,0,0,1,1,Accept|Reject,Reject,0,1,0,misinformation,single-choice,17.231,2589,2,0.714285714285714,36,1,5,2,2.03076923077,2.03125,-0.610256410256407,4.06060606060606
SFake3,0,0,1,2,2,Accept|Reject,Accept,1,0,0,misinformation,single-choice,14.72,2589,2,0.714285714285714,36,1,5,2,2.21538461538,2.27272727273,-0.727272727272728,3.75757575757576
SFake12,0,0,1,11,11,Accept|Reject,Reject,0,1,0,misinformation,single-choice,13.391,2589,2,0.714285714285714,36,1,5,2,2.328125,2.45454545455,-0.202331002331003,2.3030303030303
SFake10,0,0,1,9,9,Accept|Reject,Reject,0,1,0,misinformation,single-choice,36.538,2589,2,0.714285714285714,36,1,5,2,2.26153846154,2.21212121212,-0.25081585081585,2.47474747474747
SFake11,0,1,0,10,10,Accept|Reject,Accept,1,0,0,misinformation,single-choice,12.306,2589,2,0.714285714285714,36,1,5,2,2.07692307692,2.09090909091,0.036363636363637,1.61616161616162
SReal9,0,0,1,24,24,Accept|Reject,Reject,0,0,1,misinformation,single-choice,9.686,2589,2,0.714285714285714,36,1,5,2,2.37735849057,2.42857142857,0.026504941599281,2.30208333333333
SReal8,0,0,1,23,23,Accept|Reject,Reject,0,0,1,misinformation,single-choice,9.917,2589,2,0.714285714285714,36,1,5,2,2.56603773585,2.42857142857,0.068733153638815,2.75
SReal1,1,0,0,16,16,Accept|Reject,Accept,1,1,1,misinformation,single-choice,9.663,2589,2,0.714285714285714,36,1,5,2,2.76923076923,3.04761904762,0.301886792452831,3.82291666666667
SReal3,0,0,1,18,18,Accept|Reject,Accept,1,1,1,misinformation,single-choice,11.418,2589,2,0.714285714285714,36,1,5,2,2.16981132075,2.35714285714,-0.225516621743037,3.21875
SReal2,0,0,1,17,17,Accept|Reject,Accept,1,1,1,misinformation,single-choice,6.407,2589,2,0.714285714285714,36,1,5,2,2.28301886792,2.33333333333,-0.199011680143755,3.51041666666667
SReal5,1,0,0,20,20,Accept|Reject,Accept,1,1,1,misinformation,single-choice,8.644,2589,2,0.714285714285714,36,1,5,2,2.41509433962,2.38095238095,0.003144654088051,3.82291666666667
SReal4,0,0,1,19,19,Accept|Reject,Accept,1,1,1,misinformation,single-choice,16.646,2589,2,0.714285714285714,36,1,5,2,2.22641509434,2.28571428571,-0.335130278526505,3.65625
SReal7,0,0,1,22,22,Accept|Reject,Accept,1,1,1,misinformation,single-choice,13.392,2589,2,0.714285714285714,36,1,5,2,2.33962264151,2.52380952381,-0.520664869721474,2.60416666666667
SReal6,0,0,1,21,21,Accept|Reject,Reject,0,0,1,misinformation,single-choice,11.827,2589,2,0.714285714285714,36,1,5,2,2.66037735849,2.85714285714,0.254486884491486,3.55789473684211
SReal11,0,1,0,26,26,Accept|Reject,Accept,1,1,1,misinformation,single-choice,16.713,2589,2,0.714285714285714,36,1,5,2,2.61538461538,2.57142857143,0.072327044025158,2.13541666666667
SReal10,0,0,1,25,25,Accept|Reject,Accept,1,1,1,misinformation,single-choice,13.379,2589,2,0.714285714285714,36,1,5,2,2.35849056604,2.5,-0.472147349505839,2.71875
SReal12,0,0,1,27,27,Accept|Reject,Reject,0,0,1,misinformation,single-choice,14.868,2589,2,0.714285714285714,36,1,5,2,2.47169811321,2.2380952381,0.054357592093441,2.23958333333333
SFake8,0,1,0,7,7,Accept|Reject,Reject,0,1,0,misinformation,single-choice,16.543,2590,2,0.857142857142857,48,1,6,3,2.296875,2.48484848485,0.027972027972028,2.17171717171717
SFake9,0,0,1,8,8,Accept|Reject,Reject,0,1,0,misinformation,single-choice,12.086,2590,2,0.857142857142857,48,1,6,3,2.046875,2.21212121212,-0.404195804195805,2.53535353535353
SFake4,0,0,1,3,3,Accept|Reject,Reject,0,1,0,misinformation,single-choice,20.827,2590,2,0.857142857142857,48,1,6,3,2.12307692308,2.21212121212,-0.101631701631702,3.66666666666667
SFake5,1,0,0,4,4,Accept|Reject,Reject,0,1,0,misinformation,single-choice,9.845,2590,2,0.857142857142857,48,1,6,3,2.07692307692,2.09090909091,-0.73006993006993,3.92929292929293
SFake6,1,0,0,5,5,Accept|Reject,Reject,0,1,0,misinformation,single-choice,10.893,2590,2,0.857142857142857,48,1,6,3,2.078125,2.18181818182,-0.502367424242425,3.90816326530612
SFake7,0,0,1,6,6,Accept|Reject,Accept,1,0,0,misinformation,single-choice,10.723,2590,2,0.857142857142857,48,1,6,3,2.12307692308,2.18181818182,-0.144055944055944,2.45454545454545
SFake1,0,0,1,0,0,Accept|Reject,Reject,0,1,0,misinformation,single-choice,23.435,2590,2,0.857142857142857,48,1,6,3,2.13846153846,2.375,-0.878321678321678,3.67676767676768
SFake2,1,0,0,1,1,Accept|Reject,Reject,0,1,0,misinformation,single-choice,11.47,2590,2,0.857142857142857,48,1,6,3,2.03076923077,2.03125,-0.610256410256407,4.06060606060606
SFake3,0,0,1,2,2,Accept|Reject,Reject,0,1,0,misinformation,single-choice,12.551,2590,2,0.857142857142857,48,1,6,3,2.21538461538,2.27272727273,-0.727272727272728,3.75757575757576
SFake12,0,0,1,11,11,Accept|Reject,Reject,0,1,0,misinformation,single-choice,13.326,2590,2,0.857142857142857,48,1,6,3,2.328125,2.45454545455,-0.202331002331003,2.3030303030303
SFake10,0,0,1,9,9,Accept|Reject,Reject,0,1,0,misinformation,single-choice,8.055,2590,2,0.857142857142857,48,1,6,3,2.26153846154,2.21212121212,-0.25081585081585,2.47474747474747
SFake11,0,1,0,10,10,Accept|Reject,Reject,0,1,0,misinformation,single-choice,10.95,2590,2,0.857142857142857,48,1,6,3,2.07692307692,2.09090909091,0.036363636363637,1.61616161616162
SReal9,0,0,1,24,24,Accept|Reject,Accept,1,1,1,misinformation,single-choice,10.312,2590,2,0.857142857142857,48,1,6,3,2.37735849057,2.42857142857,0.026504941599281,2.30208333333333
SReal8,0,0,1,23,23,Accept|Reject,Reject,0,0,1,misinformation,single-choice,8.865,2590,2,0.857142857142857,48,1,6,3,2.56603773585,2.42857142857,0.068733153638815,2.75
SReal1,1,0,0,16,16,Accept|Reject,Accept,1,1,1,misinformation,single-choice,8.515,2590,2,0.857142857142857,48,1,6,3,2.76923076923,3.04761904762,0.301886792452831,3.82291666666667
SReal3,0,0,1,18,18,Accept|Reject,Reject,0,0,1,misinformation,single-choice,9.745,2590,2,0.857142857142857,48,1,6,3,2.16981132075,2.35714285714,-0.225516621743037,3.21875
SReal2,0,0,1,17,17,Accept|Reject,Reject,0,0,1,misinformation,single-choice,7.173,2590,2,0.857142857142857,48,1,6,3,2.28301886792,2.33333333333,-0.199011680143755,3.51041666666667
SReal5,1,0,0,20,20,Accept|Reject,Accept,1,1,1,misinformation,single-choice,9.506,2590,2,0.857142857142857,48,1,6,3,2.41509433962,2.38095238095,0.003144654088051,3.82291666666667
SReal4,0,0,1,19,19,Accept|Reject,Accept,1,1,1,misinformation,single-choice,16.835,2590,2,0.857142857142857,48,1,6,3,2.22641509434,2.28571428571,-0.335130278526505,3.65625
SReal7,0,0,1,22,22,Accept|Reject,Accept,1,1,1,misinformation,single-choice,13.859,2590,2,0.857142857142857,48,1,6,3,2.33962264151,2.52380952381,-0.520664869721474,2.60416666666667
SReal6,0,0,1,21,21,Accept|Reject,Accept,1,1,1,misinformation,single-choice,9.937,2590,2,0.857142857142857,48,1,6,3,2.66037735849,2.85714285714,0.254486884491486,3.55789473684211
SReal11,0,1,0,26,26,Accept|Reject,Accept,1,1,1,misinformation,single-choice,9.46,2590,2,0.857142857142857,48,1,6,3,2.61538461538,2.57142857143,0.072327044025158,2.13541666666667
